frame_id,filename,class_id,name,center_x,center_y,width,height,confidence
4,/content/drive/My Drive/yolov4/darknet/data/data_new/frame503.jpg,1,Computer screen 1,0.5604,0.388601,0.432365,0.328105,0.999395
4,/content/drive/My Drive/yolov4/darknet/data/data_new/frame503.jpg,0,Computer screen 0,0.185808,0.397642,0.385106,0.27181,0.993068
5,/content/drive/My Drive/yolov4/darknet/data/data_new/frame480.jpg,5,Computer screen 5,0.877356,0.712599,0.238497,0.262295,0.992808
5,/content/drive/My Drive/yolov4/darknet/data/data_new/frame480.jpg,2,Computer screen 2,0.877522,0.404444,0.22656,0.286323,0.997419
5,/content/drive/My Drive/yolov4/darknet/data/data_new/frame480.jpg,1,Computer screen 1,0.554808,0.390271,0.432471,0.330507,0.999271
5,/content/drive/My Drive/yolov4/darknet/data/data_new/frame480.jpg,0,Computer screen 0,0.185517,0.401309,0.384975,0.274312,0.993375
6,/content/drive/My Drive/yolov4/darknet/data/data_new/frame488.jpg,5,Computer screen 5,0.866946,0.701111,0.261741,0.267116,0.996944
6,/content/drive/My Drive/yolov4/darknet/data/data_new/frame488.jpg,2,Computer screen 2,0.868308,0.387475,0.259774,0.273593,0.997395
6,/content/drive/My Drive/yolov4/darknet/data/data_new/frame488.jpg,1,Computer screen 1,0.540469,0.371627,0.401884,0.292381,0.998742
6,/content/drive/My Drive/yolov4/darknet/data/data_new/frame488.jpg,0,Computer screen 0,0.179327,0.393161,0.386471,0.285344,0.996431
7,/content/drive/My Drive/yolov4/darknet/data/data_new/frame490.jpg,5,Computer screen 5,0.868833,0.700973,0.257451,0.264472,0.994626
7,/content/drive/My Drive/yolov4/darknet/data/data_new/frame490.jpg,2,Computer screen 2,0.87135,0.392904,0.25565,0.269005,0.997422
7,/content/drive/My Drive/yolov4/darknet/data/data_new/frame490.jpg,1,Computer screen 1,0.548476,0.376717,0.442514,0.331624,0.999474
7,/content/drive/My Drive/yolov4/darknet/data/data_new/frame490.jpg,0,Computer screen 0,0.180482,0.394232,0.387716,0.283566,0.995061
8,/content/drive/My Drive/yolov4/darknet/data/data_new/frame489.jpg,5,Computer screen 5,0.867913,0.700189,0.260339,0.268435,0.996564
8,/content/drive/My Drive/yolov4/darknet/data/data_new/frame489.jpg,2,Computer screen 2,0.870288,0.387716,0.258305,0.271626,0.99731
8,/content/drive/My Drive/yolov4/darknet/data/data_new/frame489.jpg,1,Computer screen 1,0.542911,0.371787,0.399787,0.290248,0.998881
8,/content/drive/My Drive/yolov4/darknet/data/data_new/frame489.jpg,0,Computer screen 0,0.179655,0.391482,0.384593,0.281256,0.995771
9,/content/drive/My Drive/yolov4/darknet/data/data_new/frame479.jpg,5,Computer screen 5,0.876649,0.714774,0.241224,0.270399,0.988048
9,/content/drive/My Drive/yolov4/darknet/data/data_new/frame479.jpg,2,Computer screen 2,0.878273,0.402876,0.226074,0.285017,0.996882
9,/content/drive/My Drive/yolov4/darknet/data/data_new/frame479.jpg,1,Computer screen 1,0.555596,0.390039,0.432768,0.329787,0.999212
9,/content/drive/My Drive/yolov4/darknet/data/data_new/frame479.jpg,0,Computer screen 0,0.186335,0.401733,0.386783,0.275771,0.991993
10,/content/drive/My Drive/yolov4/darknet/data/data_new/frame506.jpg,2,Computer screen 2,0.87981,0.403096,0.22456,0.281238,0.997075
10,/content/drive/My Drive/yolov4/darknet/data/data_new/frame506.jpg,1,Computer screen 1,0.560001,0.388798,0.432066,0.328676,0.999372
10,/content/drive/My Drive/yolov4/darknet/data/data_new/frame506.jpg,0,Computer screen 0,0.186531,0.398429,0.386236,0.272767,0.991906
11,/content/drive/My Drive/yolov4/darknet/data/data_new/frame495.jpg,5,Computer screen 5,0.876847,0.708596,0.244354,0.2631,0.994578
11,/content/drive/My Drive/yolov4/darknet/data/data_new/frame495.jpg,2,Computer screen 2,0.875443,0.396256,0.246118,0.267132,0.997162
11,/content/drive/My Drive/yolov4/darknet/data/data_new/frame495.jpg,1,Computer screen 1,0.55616,0.383549,0.446306,0.328238,0.999322
11,/content/drive/My Drive/yolov4/darknet/data/data_new/frame495.jpg,0,Computer screen 0,0.185743,0.397801,0.394478,0.280409,0.9955
12,/content/drive/My Drive/yolov4/darknet/data/data_new/frame484.jpg,5,Computer screen 5,0.873354,0.714893,0.246933,0.265717,0.992685
12,/content/drive/My Drive/yolov4/darknet/data/data_new/frame484.jpg,2,Computer screen 2,0.876641,0.40449,0.226002,0.281127,0.997258
12,/content/drive/My Drive/yolov4/darknet/data/data_new/frame484.jpg,1,Computer screen 1,0.551625,0.388675,0.41726,0.328418,0.999295
12,/content/drive/My Drive/yolov4/darknet/data/data_new/frame484.jpg,0,Computer screen 0,0.181835,0.399737,0.382026,0.275772,0.993891
13,/content/drive/My Drive/yolov4/darknet/data/data_new/frame477.jpg,5,Computer screen 5,0.877239,0.714161,0.240564,0.26852,0.989948
13,/content/drive/My Drive/yolov4/darknet/data/data_new/frame477.jpg,2,Computer screen 2,0.878609,0.402989,0.226627,0.283428,0.996752
13,/content/drive/My Drive/yolov4/darknet/data/data_new/frame477.jpg,1,Computer screen 1,0.556277,0.388792,0.429944,0.334483,0.99947
13,/content/drive/My Drive/yolov4/darknet/data/data_new/frame477.jpg,0,Computer screen 0,0.185586,0.400247,0.385234,0.280601,0.99327
14,/content/drive/My Drive/yolov4/darknet/data/data_new/frame476.jpg,5,Computer screen 5,0.876934,0.715284,0.24144,0.269431,0.989333
14,/content/drive/My Drive/yolov4/darknet/data/data_new/frame476.jpg,2,Computer screen 2,0.878849,0.403049,0.22506,0.285296,0.996601
14,/content/drive/My Drive/yolov4/darknet/data/data_new/frame476.jpg,1,Computer screen 1,0.55808,0.388107,0.431201,0.333583,0.999449
14,/content/drive/My Drive/yolov4/darknet/data/data_new/frame476.jpg,0,Computer screen 0,0.185821,0.399848,0.387532,0.277692,0.992404
15,/content/drive/My Drive/yolov4/darknet/data/data_new/frame445.jpg,5,Computer screen 5,0.865134,0.701799,0.264037,0.266092,0.996823
15,/content/drive/My Drive/yolov4/darknet/data/data_new/frame445.jpg,2,Computer screen 2,0.867074,0.389061,0.260859,0.273258,0.997492
15,/content/drive/My Drive/yolov4/darknet/data/data_new/frame445.jpg,1,Computer screen 1,0.536211,0.371683,0.404236,0.291236,0.998662
15,/content/drive/My Drive/yolov4/darknet/data/data_new/frame445.jpg,0,Computer screen 0,0.17689,0.393696,0.38095,0.284816,0.996978
16,/content/drive/My Drive/yolov4/darknet/data/data_new/frame486.jpg,5,Computer screen 5,0.86851,0.716166,0.258283,0.270421,0.993138
16,/content/drive/My Drive/yolov4/darknet/data/data_new/frame486.jpg,2,Computer screen 2,0.868981,0.402278,0.258554,0.271661,0.996659
16,/content/drive/My Drive/yolov4/darknet/data/data_new/frame486.jpg,1,Computer screen 1,0.542749,0.388742,0.417151,0.334189,0.999194
16,/content/drive/My Drive/yolov4/darknet/data/data_new/frame486.jpg,0,Computer screen 0,0.176113,0.400535,0.371322,0.277203,0.993951
17,/content/drive/My Drive/yolov4/darknet/data/data_new/frame522.jpg,5,Computer screen 5,0.299848,0.719825,0.611753,0.35844,0.999216
17,/content/drive/My Drive/yolov4/darknet/data/data_new/frame522.jpg,4,Computer screen 4,0.883868,0.411929,0.251098,0.275151,0.998359
17,/content/drive/My Drive/yolov4/darknet/data/data_new/frame522.jpg,3,Computer screen 3,0.594478,0.363768,0.386003,0.313328,0.998743
17,/content/drive/My Drive/yolov4/darknet/data/data_new/frame522.jpg,2,Computer screen 2,0.217632,0.333237,0.406411,0.271224,0.998654
18,/content/drive/My Drive/yolov4/darknet/data/data_new/frame525.jpg,5,Computer screen 5,0.296794,0.715354,0.6081,0.31213,0.999042
18,/content/drive/My Drive/yolov4/darknet/data/data_new/frame525.jpg,4,Computer screen 4,0.875369,0.402064,0.263221,0.258529,0.998213
18,/content/drive/My Drive/yolov4/darknet/data/data_new/frame525.jpg,3,Computer screen 3,0.573224,0.356525,0.344166,0.285673,0.997697
18,/content/drive/My Drive/yolov4/darknet/data/data_new/frame525.jpg,2,Computer screen 2,0.20539,0.334267,0.414882,0.271137,0.996296
19,/content/drive/My Drive/yolov4/darknet/data/data_new/frame527.jpg,5,Computer screen 5,0.269737,0.707627,0.533157,0.348728,0.998111
19,/content/drive/My Drive/yolov4/darknet/data/data_new/frame527.jpg,4,Computer screen 4,0.860935,0.401365,0.290258,0.281173,0.998714
19,/content/drive/My Drive/yolov4/darknet/data/data_new/frame527.jpg,3,Computer screen 3,0.543005,0.352096,0.350658,0.281664,0.998835
19,/content/drive/My Drive/yolov4/darknet/data/data_new/frame527.jpg,2,Computer screen 2,0.18322,0.332239,0.369858,0.272929,0.998333
20,/content/drive/My Drive/yolov4/darknet/data/data_new/frame528.jpg,5,Computer screen 5,0.251749,0.708769,0.496345,0.353397,0.998489
20,/content/drive/My Drive/yolov4/darknet/data/data_new/frame528.jpg,4,Computer screen 4,0.846891,0.405197,0.324028,0.299312,0.997244
20,/content/drive/My Drive/yolov4/darknet/data/data_new/frame528.jpg,3,Computer screen 3,0.516256,0.351382,0.349178,0.297038,0.998803
20,/content/drive/My Drive/yolov4/darknet/data/data_new/frame528.jpg,2,Computer screen 2,0.168698,0.331305,0.347095,0.261058,0.998769
21,/content/drive/My Drive/yolov4/darknet/data/data_new/frame526.jpg,5,Computer screen 5,0.279603,0.714644,0.556801,0.354777,0.998682
21,/content/drive/My Drive/yolov4/darknet/data/data_new/frame526.jpg,4,Computer screen 4,0.869668,0.400207,0.276684,0.266628,0.998316
21,/content/drive/My Drive/yolov4/darknet/data/data_new/frame526.jpg,3,Computer screen 3,0.563793,0.355273,0.344344,0.288977,0.998915
21,/content/drive/My Drive/yolov4/darknet/data/data_new/frame526.jpg,2,Computer screen 2,0.19376,0.332505,0.396975,0.272569,0.998185
22,/content/drive/My Drive/yolov4/darknet/data/data_new/frame509.jpg,5,Computer screen 5,0.721319,0.730496,0.569456,0.282801,0.997321
22,/content/drive/My Drive/yolov4/darknet/data/data_new/frame509.jpg,2,Computer screen 2,0.688532,0.409681,0.347168,0.296441,0.997149
22,/content/drive/My Drive/yolov4/darknet/data/data_new/frame509.jpg,1,Computer screen 1,0.283099,0.392981,0.409521,0.324319,0.998016
23,/content/drive/My Drive/yolov4/darknet/data/data_new/frame518.jpg,5,Computer screen 5,0.37432,0.718178,0.626833,0.363209,0.998427
23,/content/drive/My Drive/yolov4/darknet/data/data_new/frame518.jpg,4,Computer screen 4,0.944524,0.42583,0.123558,0.21424,0.925831
23,/content/drive/My Drive/yolov4/darknet/data/data_new/frame518.jpg,3,Computer screen 3,0.67945,0.373702,0.343805,0.293916,0.997447
23,/content/drive/My Drive/yolov4/darknet/data/data_new/frame518.jpg,2,Computer screen 2,0.308719,0.340587,0.440417,0.270982,0.995689
24,/content/drive/My Drive/yolov4/darknet/data/data_new/frame535.jpg,5,Computer screen 5,0.138944,0.664751,0.288082,0.390188,0.99783
24,/content/drive/My Drive/yolov4/darknet/data/data_new/frame535.jpg,4,Computer screen 4,0.636897,0.345373,0.366916,0.292757,0.995478
24,/content/drive/My Drive/yolov4/darknet/data/data_new/frame535.jpg,3,Computer screen 3,0.284392,0.295075,0.368646,0.309099,0.998831
25,/content/drive/My Drive/yolov4/darknet/data/data_new/frame524.jpg,5,Computer screen 5,0.299695,0.715627,0.613575,0.305032,0.999011
25,/content/drive/My Drive/yolov4/darknet/data/data_new/frame524.jpg,4,Computer screen 4,0.879491,0.406538,0.256075,0.263111,0.998309
25,/content/drive/My Drive/yolov4/darknet/data/data_new/frame524.jpg,3,Computer screen 3,0.587111,0.359696,0.346855,0.293576,0.998287
25,/content/drive/My Drive/yolov4/darknet/data/data_new/frame524.jpg,2,Computer screen 2,0.213027,0.335349,0.409582,0.272892,0.997031
26,/content/drive/My Drive/yolov4/darknet/data/data_new/frame510.jpg,5,Computer screen 5,0.697172,0.75402,0.574589,0.328503,0.99752
26,/content/drive/My Drive/yolov4/darknet/data/data_new/frame510.jpg,3,Computer screen 3,0.920779,0.451202,0.150951,0.274754,0.985192
26,/content/drive/My Drive/yolov4/darknet/data/data_new/frame510.jpg,2,Computer screen 2,0.64998,0.406903,0.433923,0.26764,0.997035
26,/content/drive/My Drive/yolov4/darknet/data/data_new/frame510.jpg,0,Computer screen 0,0.254302,0.387633,0.469835,0.283011,0.978981
27,/content/drive/My Drive/yolov4/darknet/data/data_new/frame533.jpg,5,Computer screen 5,0.145574,0.666276,0.310164,0.379625,0.997156
27,/content/drive/My Drive/yolov4/darknet/data/data_new/frame533.jpg,4,Computer screen 4,0.663762,0.358647,0.348349,0.299615,0.99872
27,/content/drive/My Drive/yolov4/darknet/data/data_new/frame533.jpg,3,Computer screen 3,0.324568,0.306141,0.348421,0.302682,0.998384
28,/content/drive/My Drive/yolov4/darknet/data/data_new/frame511.jpg,5,Computer screen 5,0.669052,0.757757,0.617271,0.31055,0.998657
28,/content/drive/My Drive/yolov4/darknet/data/data_new/frame511.jpg,3,Computer screen 3,0.904011,0.450762,0.187018,0.277704,0.996387
28,/content/drive/My Drive/yolov4/darknet/data/data_new/frame511.jpg,2,Computer screen 2,0.617062,0.403942,0.423493,0.288153,0.99817
28,/content/drive/My Drive/yolov4/darknet/data/data_new/frame511.jpg,1,Computer screen 1,0.225413,0.394532,0.399589,0.328649,0.998605
29,/content/drive/My Drive/yolov4/darknet/data/data_new/frame534.jpg,5,Computer screen 5,0.14317,0.664555,0.301316,0.384523,0.997672
29,/content/drive/My Drive/yolov4/darknet/data/data_new/frame534.jpg,4,Computer screen 4,0.644931,0.353492,0.353211,0.298658,0.998824
29,/content/drive/My Drive/yolov4/darknet/data/data_new/frame534.jpg,3,Computer screen 3,0.301159,0.296861,0.35298,0.290479,0.99879
30,/content/drive/My Drive/yolov4/darknet/data/data_new/frame523.jpg,5,Computer screen 5,0.296115,0.717675,0.599728,0.353701,0.999099
30,/content/drive/My Drive/yolov4/darknet/data/data_new/frame523.jpg,4,Computer screen 4,0.882546,0.409609,0.252537,0.268801,0.998349
30,/content/drive/My Drive/yolov4/darknet/data/data_new/frame523.jpg,3,Computer screen 3,0.590006,0.363342,0.386236,0.309848,0.998402
30,/content/drive/My Drive/yolov4/darknet/data/data_new/frame523.jpg,2,Computer screen 2,0.214826,0.333881,0.40716,0.274258,0.998029
31,/content/drive/My Drive/yolov4/darknet/data/data_new/frame514.jpg,5,Computer screen 5,0.563558,0.745713,0.604514,0.34434,0.998152
31,/content/drive/My Drive/yolov4/darknet/data/data_new/frame514.jpg,3,Computer screen 3,0.854065,0.42767,0.287621,0.297005,0.998691
31,/content/drive/My Drive/yolov4/darknet/data/data_new/frame514.jpg,2,Computer screen 2,0.509457,0.380668,0.421433,0.269691,0.998874
31,/content/drive/My Drive/yolov4/darknet/data/data_new/frame514.jpg,1,Computer screen 1,0.162397,0.379838,0.31813,0.280769,0.996559
32,/content/drive/My Drive/yolov4/darknet/data/data_new/frame538.jpg,5,Computer screen 5,0.121776,0.655651,0.244838,0.381238,0.997743
32,/content/drive/My Drive/yolov4/darknet/data/data_new/frame538.jpg,4,Computer screen 4,0.603103,0.330323,0.352943,0.280742,0.998896
32,/content/drive/My Drive/yolov4/darknet/data/data_new/frame538.jpg,3,Computer screen 3,0.255037,0.285178,0.373758,0.302159,0.997919
33,/content/drive/My Drive/yolov4/darknet/data/data_new/frame536.jpg,5,Computer screen 5,0.13298,0.66132,0.270721,0.384029,0.997439
33,/content/drive/My Drive/yolov4/darknet/data/data_new/frame536.jpg,4,Computer screen 4,0.619307,0.341376,0.358691,0.290182,0.997945
33,/content/drive/My Drive/yolov4/darknet/data/data_new/frame536.jpg,3,Computer screen 3,0.275311,0.292601,0.369042,0.305532,0.998865
34,/content/drive/My Drive/yolov4/darknet/data/data_new/frame515.jpg,5,Computer screen 5,0.515517,0.731878,0.662578,0.324094,0.998622
34,/content/drive/My Drive/yolov4/darknet/data/data_new/frame515.jpg,3,Computer screen 3,0.827014,0.412591,0.326466,0.305865,0.998798
34,/content/drive/My Drive/yolov4/darknet/data/data_new/frame515.jpg,2,Computer screen 2,0.465094,0.374073,0.434237,0.270747,0.997107
34,/content/drive/My Drive/yolov4/darknet/data/data_new/frame515.jpg,1,Computer screen 1,0.13927,0.376526,0.273309,0.264869,0.998366
35,/content/drive/My Drive/yolov4/darknet/data/data_new/frame529.jpg,5,Computer screen 5,0.227254,0.698468,0.437981,0.340894,0.998606
35,/content/drive/My Drive/yolov4/darknet/data/data_new/frame529.jpg,4,Computer screen 4,0.814144,0.399273,0.323795,0.293844,0.998817
35,/content/drive/My Drive/yolov4/darknet/data/data_new/frame529.jpg,3,Computer screen 3,0.481817,0.347631,0.37851,0.312125,0.998823
35,/content/drive/My Drive/yolov4/darknet/data/data_new/frame529.jpg,2,Computer screen 2,0.153314,0.327696,0.315968,0.261446,0.998192
36,/content/drive/My Drive/yolov4/darknet/data/data_new/frame517.jpg,5,Computer screen 5,0.412803,0.722665,0.671327,0.323129,0.998722
36,/content/drive/My Drive/yolov4/darknet/data/data_new/frame517.jpg,3,Computer screen 3,0.728154,0.383206,0.331318,0.302834,0.998857
36,/content/drive/My Drive/yolov4/darknet/data/data_new/frame517.jpg,2,Computer screen 2,0.360622,0.348645,0.427039,0.271226,0.995768
36,/content/drive/My Drive/yolov4/darknet/data/data_new/frame517.jpg,1,Computer screen 1,0.091456,0.355485,0.182142,0.276255,0.990643
37,/content/drive/My Drive/yolov4/darknet/data/data_new/frame512.jpg,5,Computer screen 5,0.64059,0.760547,0.586123,0.351959,0.998226
37,/content/drive/My Drive/yolov4/darknet/data/data_new/frame512.jpg,3,Computer screen 3,0.886788,0.445897,0.220676,0.285937,0.99746
37,/content/drive/My Drive/yolov4/darknet/data/data_new/frame512.jpg,2,Computer screen 2,0.588412,0.4,0.417409,0.293539,0.998527
37,/content/drive/My Drive/yolov4/darknet/data/data_new/frame512.jpg,1,Computer screen 1,0.200089,0.392657,0.413759,0.31354,0.998687
38,/content/drive/My Drive/yolov4/darknet/data/data_new/frame513.jpg,5,Computer screen 5,0.605215,0.756985,0.599811,0.356494,0.998875
38,/content/drive/My Drive/yolov4/darknet/data/data_new/frame513.jpg,3,Computer screen 3,0.866096,0.438761,0.26044,0.285295,0.997942
38,/content/drive/My Drive/yolov4/darknet/data/data_new/frame513.jpg,2,Computer screen 2,0.542549,0.39092,0.417686,0.279801,0.998967
38,/content/drive/My Drive/yolov4/darknet/data/data_new/frame513.jpg,1,Computer screen 1,0.180267,0.38771,0.352004,0.315827,0.998832
39,/content/drive/My Drive/yolov4/darknet/data/data_new/frame539.jpg,5,Computer screen 5,0.111516,0.650319,0.224268,0.37494,0.996317
39,/content/drive/My Drive/yolov4/darknet/data/data_new/frame539.jpg,4,Computer screen 4,0.590634,0.328059,0.359231,0.283193,0.998968
39,/content/drive/My Drive/yolov4/darknet/data/data_new/frame539.jpg,3,Computer screen 3,0.242318,0.280855,0.36437,0.300009,0.999041
40,/content/drive/My Drive/yolov4/darknet/data/data_new/frame537.jpg,5,Computer screen 5,0.125897,0.657874,0.25424,0.382104,0.997633
40,/content/drive/My Drive/yolov4/darknet/data/data_new/frame537.jpg,4,Computer screen 4,0.609876,0.336948,0.356295,0.288672,0.998798
40,/content/drive/My Drive/yolov4/darknet/data/data_new/frame537.jpg,3,Computer screen 3,0.2693,0.28942,0.373949,0.306743,0.99844
41,/content/drive/My Drive/yolov4/darknet/data/data_new/frame520.jpg,5,Computer screen 5,0.309078,0.719895,0.643712,0.313985,0.998745
41,/content/drive/My Drive/yolov4/darknet/data/data_new/frame520.jpg,4,Computer screen 4,0.902391,0.411047,0.20843,0.264573,0.996208
41,/content/drive/My Drive/yolov4/darknet/data/data_new/frame520.jpg,3,Computer screen 3,0.619824,0.360438,0.342236,0.308452,0.998803
41,/content/drive/My Drive/yolov4/darknet/data/data_new/frame520.jpg,2,Computer screen 2,0.252515,0.333262,0.454654,0.269523,0.997788
42,/content/drive/My Drive/yolov4/darknet/data/data_new/frame530.jpg,5,Computer screen 5,0.204335,0.694248,0.392542,0.351392,0.996209
42,/content/drive/My Drive/yolov4/darknet/data/data_new/frame530.jpg,4,Computer screen 4,0.770212,0.389294,0.323176,0.288509,0.998747
42,/content/drive/My Drive/yolov4/darknet/data/data_new/frame530.jpg,3,Computer screen 3,0.433801,0.340037,0.377174,0.307497,0.999121
42,/content/drive/My Drive/yolov4/darknet/data/data_new/frame530.jpg,2,Computer screen 2,0.130669,0.324338,0.263974,0.248767,0.998837
43,/content/drive/My Drive/yolov4/darknet/data/data_new/frame521.jpg,5,Computer screen 5,0.290849,0.71531,0.595978,0.345502,0.999328
43,/content/drive/My Drive/yolov4/darknet/data/data_new/frame521.jpg,4,Computer screen 4,0.889558,0.411436,0.238819,0.270705,0.997294
43,/content/drive/My Drive/yolov4/darknet/data/data_new/frame521.jpg,3,Computer screen 3,0.602275,0.363379,0.385,0.314497,0.998614
43,/content/drive/My Drive/yolov4/darknet/data/data_new/frame521.jpg,2,Computer screen 2,0.225898,0.332388,0.406329,0.272817,0.998883
44,/content/drive/My Drive/yolov4/darknet/data/data_new/frame519.jpg,5,Computer screen 5,0.335353,0.717227,0.624105,0.351938,0.999074
44,/content/drive/My Drive/yolov4/darknet/data/data_new/frame519.jpg,4,Computer screen 4,0.920297,0.407717,0.167996,0.251074,0.994449
44,/content/drive/My Drive/yolov4/darknet/data/data_new/frame519.jpg,3,Computer screen 3,0.644472,0.362868,0.342851,0.310555,0.998468
44,/content/drive/My Drive/yolov4/darknet/data/data_new/frame519.jpg,2,Computer screen 2,0.268939,0.337529,0.423729,0.273646,0.997903
45,/content/drive/My Drive/yolov4/darknet/data/data_new/frame508.jpg,5,Computer screen 5,0.731403,0.725424,0.520325,0.27205,0.991991
45,/content/drive/My Drive/yolov4/darknet/data/data_new/frame508.jpg,3,Computer screen 3,0.952657,0.455724,0.089311,0.273871,0.81387
45,/content/drive/My Drive/yolov4/darknet/data/data_new/frame508.jpg,2,Computer screen 2,0.707055,0.412334,0.397926,0.298145,0.997297
45,/content/drive/My Drive/yolov4/darknet/data/data_new/frame508.jpg,1,Computer screen 1,0.309144,0.390048,0.418478,0.300957,0.995759
46,/content/drive/My Drive/yolov4/darknet/data/data_new/frame531.jpg,5,Computer screen 5,0.180932,0.677919,0.347281,0.375924,0.996355
46,/content/drive/My Drive/yolov4/darknet/data/data_new/frame531.jpg,4,Computer screen 4,0.726319,0.37806,0.324362,0.291685,0.998734
46,/content/drive/My Drive/yolov4/darknet/data/data_new/frame531.jpg,3,Computer screen 3,0.389742,0.328035,0.371181,0.30745,0.999171
46,/content/drive/My Drive/yolov4/darknet/data/data_new/frame531.jpg,2,Computer screen 2,0.110512,0.310335,0.204501,0.281225,0.991861
47,/content/drive/My Drive/yolov4/darknet/data/data_new/frame532.jpg,5,Computer screen 5,0.163291,0.670903,0.337447,0.393104,0.9962
47,/content/drive/My Drive/yolov4/darknet/data/data_new/frame532.jpg,4,Computer screen 4,0.694015,0.363875,0.354836,0.308587,0.996724
47,/content/drive/My Drive/yolov4/darknet/data/data_new/frame532.jpg,3,Computer screen 3,0.351168,0.311424,0.33815,0.311818,0.997035
48,/content/drive/My Drive/yolov4/darknet/data/data_new/frame516.jpg,5,Computer screen 5,0.465563,0.728394,0.662921,0.326524,0.998455
48,/content/drive/My Drive/yolov4/darknet/data/data_new/frame516.jpg,3,Computer screen 3,0.778332,0.3997,0.33035,0.298027,0.998571
48,/content/drive/My Drive/yolov4/darknet/data/data_new/frame516.jpg,2,Computer screen 2,0.413303,0.35553,0.375648,0.275436,0.996546
48,/content/drive/My Drive/yolov4/darknet/data/data_new/frame516.jpg,1,Computer screen 1,0.114391,0.35932,0.234639,0.273635,0.981809
49,/content/drive/My Drive/yolov4/darknet/data/data_new/frame569.jpg,4,Computer screen 4,0.440211,0.146703,0.358232,0.294386,0.997791
49,/content/drive/My Drive/yolov4/darknet/data/data_new/frame569.jpg,3,Computer screen 3,0.136627,0.124288,0.252834,0.247668,0.996995
50,/content/drive/My Drive/yolov4/darknet/data/data_new/frame553.jpg,4,Computer screen 4,0.40976,0.137408,0.359457,0.26858,0.997859
50,/content/drive/My Drive/yolov4/darknet/data/data_new/frame553.jpg,3,Computer screen 3,0.108484,0.119036,0.214738,0.230784,0.994386
51,/content/drive/My Drive/yolov4/darknet/data/data_new/frame542.jpg,4,Computer screen 4,0.513657,0.281688,0.350728,0.274663,0.998028
51,/content/drive/My Drive/yolov4/darknet/data/data_new/frame542.jpg,3,Computer screen 3,0.168108,0.240869,0.321072,0.267666,0.998291
52,/content/drive/My Drive/yolov4/darknet/data/data_new/frame571.jpg,4,Computer screen 4,0.467915,0.149973,0.368655,0.318102,0.992532
52,/content/drive/My Drive/yolov4/darknet/data/data_new/frame571.jpg,3,Computer screen 3,0.139698,0.121116,0.272124,0.245795,0.998489
53,/content/drive/My Drive/yolov4/darknet/data/data_new/frame572.jpg,4,Computer screen 4,0.481756,0.150667,0.354338,0.322463,0.992671
53,/content/drive/My Drive/yolov4/darknet/data/data_new/frame572.jpg,3,Computer screen 3,0.142858,0.120338,0.277055,0.241527,0.99853
54,/content/drive/My Drive/yolov4/darknet/data/data_new/frame551.jpg,4,Computer screen 4,0.403443,0.139171,0.365016,0.273478,0.997877
54,/content/drive/My Drive/yolov4/darknet/data/data_new/frame551.jpg,3,Computer screen 3,0.109266,0.12046,0.217116,0.229025,0.993864
55,/content/drive/My Drive/yolov4/darknet/data/data_new/frame540.jpg,5,Computer screen 5,0.094269,0.637743,0.19425,0.349997,0.978071
55,/content/drive/My Drive/yolov4/darknet/data/data_new/frame540.jpg,4,Computer screen 4,0.571157,0.3104,0.357134,0.323377,0.994648
55,/content/drive/My Drive/yolov4/darknet/data/data_new/frame540.jpg,3,Computer screen 3,0.222678,0.271903,0.371717,0.298312,0.999045
